survey_Id;Country;D9_3_1_O_college_area_other;D9_3_1_O_college_area_other_spelling;D9_3_1_O_college_area_other_translate_es;D9_3_2_O_master_area_other;D9_3_2_O_master_area_other_spelling;D9_3_2_O_master_area_other_translate_es;D9_3_3_O_doctorate_area_other;D9_3_3_O_doctorate_area_other_spelling;D9_3_3_O_doctorate_area_other_translate_es;D9_3_4_O_postdoc_area_other;D9_3_4_O_postdoc_area_other_spelling;D9_3_4_O_postdoc_area_other_translate_es
PER08043;Peru;;;;;;;;;;;;
PER08044;Peru;;;;;;;;;;;;
PER08045;Peru;;;;;;;;;;;;
PER08046;Peru;;;;;;;;;;;;
PER08047;Peru;;;;;;;;;;;;
PER08048;Peru;;;;;;;;;;;;
PER08049;Peru;;;;;;;;;;;;
PER08050;Peru;;;;;;;;;;;;
PER08051;Peru;;;;;;;;;;;;
PER08052;Peru;;;;;;;;;;;;
PER08053;Peru;Administración;Administración;Administración;;;;;;;;;
PER08054;Peru;;;;;;;;;;;;
PER08055;Peru;;;;;;;;;;;;
PER08056;Peru;No específica;No Específica;No Específica;;;;;;;;;
PER08057;Peru;;;;;;;;;;;;
PER08058;Peru;;;;;;;;;;;;
PER08059;Peru;;;;;;;;;;;;
PER08060;Peru;;;;;;;;;;;;
PER08061;Peru;;;;;;;;;;;;
PER08062;Peru;;;;;;;;;;;;
PER08063;Peru;;;;;;;;;;;;
PER08064;Peru;;;;;;;;;;;;
PER08065;Peru;;;;;;;;;;;;
PER08066;Peru;;;;;;;;;;;;
PER08067;Peru;;;;;;;;;;;;
PER08068;Peru;Diseño gráfico;Diseño Gráfico;Diseño Gráfico;;;;;;;;;
PER08069;Peru;;;;;;;;;;;;
PER08070;Peru;;;;;;;;;;;;
PER08071;Peru;;;;;;;;;;;;
PER08072;Peru;Contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08073;Peru;;;;;;;;;;;;
PER08074;Peru;Administración;Administración;Administración;;;;;;;;;
PER08075;Peru;;;;;;;;;;;;
PER08076;Peru;;;;;;;;;;;;
PER08077;Peru;Contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08078;Peru;;;;;;;;;;;;
PER08079;Peru;;;;;;;;;;;;
PER08080;Peru;;;;;;;;;;;;
PER08081;Peru;;;;;;;;;;;;
PER08082;Peru;;;;;;;;;;;;
PER08083;Peru;;;;;;;;;;;;
PER08084;Peru;;;;;;;;;;;;
PER08085;Peru;;;;;;;;;;;;
PER08086;Peru;;;;;;;;;;;;
PER08087;Peru;;;;;;;;;;;;
PER08088;Peru;;;;;;;;;;;;
PER08089;Peru;Educación;Educación;Educación;;;;;;;;;
PER08090;Peru;;;;;;;;;;;;
PER08091;Peru;;;;;;;;;;;;
PER08092;Peru;;;;;;;;;;;;
PER08093;Peru;;;;;;;;;;;;
PER08094;Peru;Administración de personal;Administración de Personal;Administración de Personal;;;;;;;;;
PER08095;Peru;;;;;;;;;;;;
PER08096;Peru;;;;;;;;;;;;
PER08097;Peru;;;;;;;;;;;;
PER08098;Peru;;;;;;;;;;;;
PER08099;Peru;;;;;;;;;;;;
PER08100;Peru;;;;;;;;;;;;
PER08101;Peru;;;;;;;;;;;;
PER08102;Peru;;;;;;;;;;;;
PER08103;Peru;;;;;;;;;;;;
PER08104;Peru;;;;;;;;;;;;
PER08105;Peru;;;;;;;;;;;;
PER08106;Peru;;;;;;;;;;;;
PER08107;Peru;;;;;;;;;;;;
PER08108;Peru;;;;;;;;;;;;
PER08109;Peru;;;;;;;;;;;;
PER08110;Peru;;;;;;;;;;;;
PER08111;Peru;;;;;;;;;;;;
PER08112;Peru;;;;;;;;;;;;
PER08113;Peru;;;;;;;;;;;;
PER08114;Peru;;;;;;;;;;;;
PER08115;Peru;;;;;;;;;;;;
PER08116;Peru;;;;;;;;;;;;
PER08117;Peru;;;;;;;;;;;;
PER08118;Peru;;;;;;;;;;;;
PER08119;Peru;;;;;;;;;;;;
PER08120;Peru;;;;;;;;;;;;
PER08121;Peru;;;;;;;;;;;;
PER08122;Peru;;;;;;;;;;;;
PER08123;Peru;;;;;;;;;;;;
PER08124;Peru;;;;;;;;;;;;
PER08125;Peru;;;;;;;;;;;;
PER08126;Peru;;;;;;;;;;;;
PER08127;Peru;;;;;;;;;;;;
PER08128;Peru;;;;;;;;;;;;
PER08129;Peru;;;;;;;;;;;;
PER08130;Peru;Administración y Finanzas;Administración y Finanzas;Administración y Finanzas;;;;;;;;;
PER08131;Peru;;;;;;;;;;;;
PER08132;Peru;;;;;;;;;;;;
PER08133;Peru;;;;;;;;;;;;
PER08134;Peru;;;;;;;;;;;;
PER08135;Peru;Salud;Salud;Salud;;;;;;;;;
PER08136;Peru;;;;;;;;;;;;
PER08137;Peru;;;;;;;;;;;;
PER08138;Peru;;;;;;;;;;;;
PER08139;Peru;;;;;;;;;;;;
PER08140;Peru;;;;;;;;;;;;
PER08141;Peru;;;;;;;;;;;;
PER08142;Peru;;;;;;;;;;;;
PER08143;Peru;;;;;;;;;;;;
PER08144;Peru;;;;;;;;;;;;
PER08145;Peru;;;;;;;;;;;;
PER08146;Peru;;;;;;;;;;;;
PER08147;Peru;;;;;;;;;;;;
PER08148;Peru;;;;;;;;;;;;
PER08149;Peru;Ciencias contables;Ciencias Contables;Ciencias Contables;;;;;;;;;
PER08150;Peru;;;;;;;;;;;;
PER08151;Peru;;;;;;;;;;;;
PER08152;Peru;;;;;;;;;;;;
PER08153;Peru;;;;;;;;;;;;
PER08154;Peru;;;;;;;;;;;;
PER08155;Peru;ADMINISTRACION INDUSTRIAL;Administración Industrial;Administración Industrial;;;;;;;;;
PER08156;Peru;;;;;;;;;;;;
PER08157;Peru;;;;;;;;;;;;
PER08158;Peru;;;;;;;;;;;;
PER08159;Peru;;;;;;;;;;;;
PER08160;Peru;Arquitectura;Arquitectura;Arquitectura;;;;;;;;;
PER08161;Peru;;;;;;;;;;;;
PER08162;Peru;Diseño;Diseño;Diseño;;;;;;;;;
PER08163;Peru;;;;;;;;;;;;
PER08164;Peru;;;;;;;;;;;;
PER08165;Peru;;;;;;;;;;;;
PER08166;Peru;Psicología;Psicología;Psicología;;;;;;;;;
PER08167;Peru;;;;;;;;;;;;
PER08168;Peru;;;;;;;;;;;;
PER08169;Peru;;;;;;;;;;;;
PER08170;Peru;;;;;;;;;;;;
PER08171;Peru;;;;;;;;;;;;
PER08172;Peru;;;;;;;;;;;;
PER08173;Peru;;;;;;;;;;;;
PER08174;Peru;;;;;;;;;;;;
PER08175;Peru;;;;;;;;;;;;
PER08176;Peru;;;;;;;;;;;;
PER08177;Peru;;;;;;;;;;;;
PER08178;Peru;;;;;;;;;;;;
PER08179;Peru;;;;;;;;;;;;
PER08180;Peru;;;;;;;;;;;;
PER08181;Peru;;;;;;;;;;;;
PER08182;Peru;Psicologia;Psicología;Psicología;;;;;;;;;
PER08183;Peru;;;;;;;;;;;;
PER08184;Peru;;;;;;;;;;;;
PER08185;Peru;contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08186;Peru;;;;;;;;;;;;
PER08187;Peru;;;;;;;;;;;;
PER08188;Peru;;;;;;;;;;;;
PER08189;Peru;;;;;;;;;;;;
PER08190;Peru;;;;;;;;;;;;
PER08191;Peru;;;;;;;;;;;;
PER08192;Peru;;;;;;;;;;;;
PER08193;Peru;;;;;;;;;;;;
PER08194;Peru;;;;;;;;;;;;
PER08195;Peru;;;;;;;;;;;;
PER08196;Peru;;;;;;;;;;;;
PER08197;Peru;;;;;;;;;;;;
PER08198;Peru;;;;;;;;;;;;
PER08199;Peru;;;;;;;;;;;;
PER08200;Peru;CONTABILIDAD;Contabilidad;Contabilidad;;;;;;;;;
PER08201;Peru;;;;;;;;;;;;
PER08202;Peru;;;;;;;;;;;;
PER08203;Peru;;;;;;;;;;;;
PER08204;Peru;;;;;;;;;;;;
PER08205;Peru;;;;;;;;;;;;
PER08206;Peru;Administración de empresas;Administración de Empresas;Administración de Empresas;;;;;;;;;
PER08207;Peru;;;;;;;;;;;;
PER08208;Peru;;;;;;;;;;;;
PER08209;Peru;;;;;;;;;;;;
PER08210;Peru;;;;;;;;;;;;
PER08211;Peru;;;;;;;;;;;;
PER08212;Peru;;;;;;;;;;;;
PER08213;Peru;;;;;;;;;;;;
PER08214;Peru;;;;;;;;;;;;
PER08215;Peru;;;;;;;;;;;;
PER08216;Peru;;;;;;;;;;;;
PER08217;Peru;;;;;;;;;;;;
PER08218;Peru;Recursos humanos;Recursos Humanos;Recursos Humanos;Recursos humanos;Recursos Humanos;Recursos Humanos;Recursos humanos;Recursos Humanos;Recursos Humanos;;;
PER08219;Peru;;;;;;;;;;;;
PER08220;Peru;;;;;;;;;;;;
PER08221;Peru;;;;;;;;;;;;
PER08222;Peru;;;;;;;;;;;;
PER08223;Peru;;;;;;;;;;;;
PER08224;Peru;contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08225;Peru;;;;;;;;;;;;
PER08226;Peru;;;;;;;;;;;;
PER08227;Peru;;;;;;;;;;;;
PER08228;Peru;;;;;;;;;;;;
PER08229;Peru;;;;;;;;;;;;
PER08230;Peru;;;;;;;;;;;;
PER08231;Peru;;;;;;;;;;;;
PER08232;Peru;;;;;;;;;;;;
PER08233;Peru;Medicina veterinaria;Medicina Veterinaria;Medicina Veterinaria;;;;;;;;;
PER08234;Peru;;;;;;;;;;;;
PER08235;Peru;;;;;;;;;;;;
PER08236;Peru;;;;;;;;;;;;
PER08237;Peru;;;;;;;;;;;;
PER08238;Peru;;;;;;;;;;;;
PER08239;Peru;Contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08240;Peru;;;;;;;;;;;;
PER08241;Peru;;;;;;;;;;;;
PER08242;Peru;Derecho;Derecho;Derecho;;;;;;;;;
PER08243;Peru;Negocios Internacionales y Turismo;Negocios Internacionales y Turismo;Negocios Internacionales y Turismo;;;;;;;;;
PER08244;Peru;;;;;;;;;;;;
PER08245;Peru;;;;;;;;;;;;
PER08246;Peru;;;;;;;;;;;;
PER08247;Peru;Contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08248;Peru;Administrativo;Administrativo;Administrativo;Administrativo;Administrativo;Administrativo;Administrativo;Administrativo;Administrativo;Administrativo;Administrativo;Administrativo
PER08249;Peru;;;;;;;;;;;;
PER08250;Peru;;;;;;;;;;;;
PER08251;Peru;;;;;;;;;;;;
PER08252;Peru;;;;;;;;;;;;
PER08253;Peru;;;;;;;;;;;;
PER08254;Peru;;;;;;;;;;;;
PER08255;Peru;Manufacturas;Manufacturas;Manufacturas;;;;;;;;;
PER08256;Peru;Contabilidad y administración;Contabilidad y Administración;Contabilidad y Administración;;;;;;;;;
PER08257;Peru;;;;;;;;;;;;
PER08258;Peru;;;;;;;;;;;;
PER08259;Peru;;;;;;;;;;;;
PER08260;Peru;;;;;;;;;;;;
PER08261;Peru;;;;;;;;;;;;
PER08262;Peru;;;;;;;;;;;;
PER08263;Peru;;;;;;;;;;;;
PER08264;Peru;;;;;;;;;;;;
PER08265;Peru;;;;;;;;;;;;
PER08266;Peru;;;;;;;;;;;;
PER08267;Peru;;;;;;;;;;;;
PER08268;Peru;;;;;;;;;;;;
PER08269;Peru;;;;;;;;;;;;
PER08270;Peru;;;;;;;;;;;;
PER08271;Peru;Recursos humanos;Recursos Humanos;Recursos Humanos;;;;;;;;;
PER08272;Peru;;;;;;;;;;;;
PER08273;Peru;;;;;;;;;;;;
PER08274;Peru;;;;;;;;;;;;
PER08275;Peru;;;;;;;;;;;;
PER08276;Peru;;;;;;;;;;;;
PER08277;Peru;;;;;;;;;;;;
PER08278;Peru;;;;;;;;;;;;
PER08279;Peru;;;;;;;;;;;;
PER08280;Peru;;;;;;;;;;;;
PER08281;Peru;ADMINISTRACION;Administración;Administración;;;;;;;;;
PER08282;Peru;;;;;;;;;;;;
PER08283;Peru;;;;;;;;;;;;
PER08284;Peru;;;;;;;;;;;;
PER08285;Peru;;;;;;;;;;;;
PER08286;Peru;;;;;;;;;;;;
PER08287;Peru;medicina;Medicina;Medicina;;;;;;;;;
PER08288;Peru;;;;;;;;;;;;
PER08289;Peru;;;;;;;;;;;;
PER08290;Peru;Mantenimiento;Mantenimiento;Mantenimiento;;;;;;;;;
PER08291;Peru;;;;;;;;;;;;
PER08292;Peru;;;;;;;;;;;;
PER08293;Peru;;;;;;;;;;;;
PER08294;Peru;;;;;;;;;;;;
PER08295;Peru;;;;;;;;;;;;
PER08296;Peru;;;;;;;;;;;;
PER08297;Peru;;;;;;;;;;;;
PER08298;Peru;;;;;;;;;;;;
PER08299;Peru;;;;;;;;;;;;
PER08300;Peru;;;;;;;;;;;;
PER08301;Peru;;;;;;;;;;;;
PER08302;Peru;;;;;;;;;;;;
PER08303;Peru;;;;;;;;;;;;
PER08304;Peru;;;;;;;;;;;;
PER08305;Peru;;;;;;;;;;;;
PER08306;Peru;;;;;;;;;;;;
PER08307;Peru;;;;;;;;;;;;
PER08308;Peru;;;;;;;;;;;;
PER08309;Peru;;;;;;;;;;;;
PER08310;Peru;;;;;;;;;;;;
PER08311;Peru;;;;;;;;;;;;
PER08312;Peru;ingenierias;Ingenierias;Ingenierias;;;;;;;;;
PER08313;Peru;;;;;;;;;;;;
PER08314;Peru;;;;;;;;;;;;
PER08315;Peru;Contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08316;Peru;Psicología;Psicología;Psicología;;;;;;;;;
PER08317;Peru;;;;;;;;;;;;
PER08318;Peru;;;;;;;;;;;;
PER08319;Peru;;;;;;;;;;;;
PER08320;Peru;;;;;;;;;;;;
PER08321;Peru;;;;;;;;;;;;
PER08322;Peru;;;;;;;;;;;;
PER08323;Peru;;;;;;;;;;;;
PER08324;Peru;;;;;;;;;;;;
PER08325;Peru;;;;;;;;;;;;
PER08326;Peru;;;;;;;;;;;;
PER08327;Peru;;;;;;;;;;;;
PER08328;Peru;;;;;;;;;;;;
PER08329;Peru;;;;;;;;;;;;
PER08330;Peru;;;;;;;;;;;;
PER08331;Peru;Contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08332;Peru;;;;;;;;;;;;
PER08333;Peru;;;;;;;;;;;;
PER08334;Peru;;;;;;;;;;;;
PER08335;Peru;Construcción;Construcción;Construcción;;;;;;;;;
PER08336;Peru;;;;;;;;;;;;
PER08337;Peru;;;;;;;;;;;;
PER08338;Peru;;;;;;;;;;;;
PER08339;Peru;;;;;;;;;;;;
PER08340;Peru;;;;;;;;;;;;
PER08341;Peru;;;;;;;;;;;;
PER08342;Peru;;;;;;;;;;;;
PER08343;Peru;;;;;;;;;;;;
PER08344;Peru;;;;;;;;;;;;
PER08345;Peru;Administración;Administración;Administración;;;;;;;;;
PER08346;Peru;;;;;;;;;;;;
PER08347;Peru;;;;;;;;;;;;
PER08348;Peru;;;;;;;;;;;;
PER08349;Peru;;;;;;;;;;;;
PER08350;Peru;;;;;;;;;;;;
PER08351;Peru;;;;;;;;;;;;
PER08352;Peru;;;;;;;;;;;;
PER08353;Peru;;;;;;;;;;;;
PER08354;Peru;Administración de Empresas y Negocios Internacionales;Administración de Empresas y Negocios Internacionales;Administración de Empresas y Negocios Internacionales;;;;;;;;;
PER08355;Peru;;;;;;;;;;;;
PER08356;Peru;;;;;;;;;;;;
PER08357;Peru;TRIBUTOS;Tributos;Tributos;;;;;;;;;
PER08358;Peru;;;;;;;;;;;;
PER08359;Peru;;;;;;;;;;;;
PER08360;Peru;;;;;;;;;;;;
PER08361;Peru;;;;;;;;;;;;
PER08362;Peru;;;;;;;;;;;;
PER08363;Peru;contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08364;Peru;;;;;;;;;;;;
PER08365;Peru;;;;;;;;;;;;
PER08366;Peru;;;;;;;;;;;;
PER08367;Peru;;;;;;;;;;;;
PER08368;Peru;;;;;;;;;;;;
PER08369;Peru;;;;;;;;;;;;
PER08370;Peru;Contaduría;Contaduría;Contaduría;;;;;;;;;
PER08371;Peru;;;;;;;;;;;;
PER08372;Peru;;;;;;;;;;;;
PER08373;Peru;;;;;;;;;;;;
PER08374;Peru;;;;;;;;;;;;
PER08375;Peru;;;;;;;;;;;;
PER08376;Peru;;;;;;;;;;;;
PER08377;Peru;;;;;;;;;;;;
PER08378;Peru;Sin especificar;Sin Especificar;Sin Especificar;Sin especificar;Sin Especificar;Sin Especificar;Sin especificar;Sin Especificar;Sin Especificar;Sin especificar;Sin Especificar;Sin Especificar
PER08379;Peru;;;;;;;;;;;;
PER08380;Peru;;;;;;;;;;;;
PER08381;Peru;;;;;;;;;;;;
PER08382;Peru;;;;;;;;;;;;
PER08383;Peru;Asesor Comercial;Asesor Comercial;Asesor Comercial;;;;;;;;;
PER08384;Peru;;;;;;;;;;;;
PER08385;Peru;Derecho;Derecho;Derecho;;;;;;;;;
PER08386;Peru;;;;Gestión Pública;Gestión Pública;Gestión Pública;Administración;Administración;Administración;;;
PER08387;Peru;;;;;;;;;;;;
PER08388;Peru;;;;;;;;;;;;
PER08389;Peru;;;;;;;;;;;;
PER08390;Peru;;;;;;;;;;;;
PER08391;Peru;administracion;Administración;Administración;;;;;;;;;
PER08392;Peru;;;;;;;;;;;;
PER08393;Peru;;;;;;;;;;;;
PER08394;Peru;;;;;;;;;;;;
PER08395;Peru;;;;;;;;;;;;
PER08396;Peru;;;;;;;;;;;;
PER08397;Peru;;;;;;;;;;;;
PER08398;Peru;;;;;;;;;;;;
PER08399;Peru;CONTABILIDAD;Contabilidad;Contabilidad;;;;;;;;;
PER08400;Peru;;;;;;;;;;;;
PER08401;Peru;;;;;;;;;;;;
PER08402;Peru;;;;;;;;;;;;
PER08403;Peru;;;;;;;;;;;;
PER08404;Peru;;;;;;;;;;;;
PER08405;Peru;;;;;;;;;;;;
PER08406;Peru;;;;;;;;;;;;
PER08407;Peru;;;;;;;;;;;;
PER08408;Peru;;;;;;;;;;;;
PER08409;Peru;;;;;;;;;;;;
PER08410;Peru;;;;;;;;;;;;
PER08411;Peru;;;;;;;;;;;;
PER08412;Peru;;;;;;;;;;;;
PER08413;Peru;;;;;;;;;;;;
PER08414;Peru;;;;;;;;;;;;
PER08415;Peru;;;;;;;;;;;;
PER08416;Peru;Economía;Economía;Economía;;;;;;;;;
PER08417;Peru;;;;;;;;;;;;
PER08418;Peru;administracion;Administración;Administración;;;;;;;;;
PER08419;Peru;;;;;;;;;;;;
PER08420;Peru;;;;;;;;;;;;
PER08421;Peru;;;;;;;;;;;;
PER08422;Peru;;;;;;;;;;;;
PER08423;Peru;;;;;;;;;;;;
PER08424;Peru;;;;;;;;;;;;
PER08425;Peru;;;;;;;;;;;;
PER08426;Peru;;;;;;;;;;;;
PER08427;Peru;;;;;;;;;;;;
PER08428;Peru;;;;;;;;;;;;
PER08429;Peru;;;;;;;;;;;;
PER08430;Peru;;;;;;;;;;;;
PER08431;Peru;;;;;;;;;;;;
PER08432;Peru;Contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08433;Peru;Derecho;Derecho;Derecho;;;;;;;;;
PER08434;Peru;Derecho;Derecho;Derecho;;;;;;;;;
PER08435;Peru;;;;;;;;;;;;
PER08436;Peru;;;;;;;;;;;;
PER08437;Peru;;;;;;;;;;;;
PER08438;Peru;;;;;;;;;;;;
PER08439;Peru;;;;;;;;;;;;
PER08440;Peru;;;;;;;;;;;;
PER08441;Peru;Contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08442;Peru;;;;;;;;;;;;
PER08443;Peru;;;;;;;;;;;;
PER08444;Peru;;;;;;;;;;;;
PER08445;Peru;;;;;;;;;;;;
PER08446;Peru;Arquitectura;Arquitectura;Arquitectura;;;;;;;;;
PER08447;Peru;Salud (odontología);Salud (odontología);Salud (odontología);;;;;;;;;
PER08448;Peru;;;;;;;;;;;;
PER08449;Peru;Derecho;Derecho;Derecho;;;;;;;;;
PER08450;Peru;Derecho;Derecho;Derecho;;;;;;;;;
PER08451;Peru;;;;;;;;;;;;
PER08452;Peru;;;;;;;;;;;;
PER08453;Peru;;;;;;;;;;;;
PER08454;Peru;;;;;;;;;;;;
PER08455;Peru;;;;;;;;;;;;
PER08456;Peru;;;;;;;;;;;;
PER08457;Peru;;;;;;;;;;;;
PER08458;Peru;;;;;;;;;;;;
PER08459;Peru;;;;;;;;;;;;
PER08460;Peru;;;;;;;;;;;;
PER08461;Peru;;;;;;;;;;;;
PER08462;Peru;;;;;;;;;;;;
PER08463;Peru;;;;;;;;;;;;
PER08464;Peru;;;;;;;;;;;;
PER08465;Peru;;;;;;;;;;;;
PER08466;Peru;Administración;Administración;Administración;;;;;;;;;
PER08467;Peru;;;;;;;;;;;;
PER08468;Peru;;;;;;;;;;;;
PER08469;Peru;;;;;;;;;;;;
PER08470;Peru;arquitectura;Arquitectura;Arquitectura;;;;;;;;;
PER08471;Peru;;;;;;;;;;;;
PER08472;Peru;;;;;;;;;;;;
PER08473;Peru;;;;;;;;;;;;
PER08474;Peru;;;;;;;;;;;;
PER08475;Peru;;;;;;;;;;;;
PER08476;Peru;;;;;;;;;;;;
PER08477;Peru;;;;;;;;;;;;
PER08478;Peru;;;;;;;;;;;;
PER08479;Peru;administracion;Administración;Administración;;;;;;;;;
PER08480;Peru;;;;;;;;;;;;
PER08481;Peru;;;;;;;;;;;;
PER08482;Peru;;;;;;;;;;;;
PER08483;Peru;Derecho;Derecho;Derecho;;;;;;;;;
PER08484;Peru;;;;;;;;;;;;
PER08485;Peru;;;;;;;;;;;;
PER08486;Peru;;;;;;;;;;;;
PER08487;Peru;;;;;;;;;;;;
PER08488;Peru;Estudio de Mercado y Soluciones Financieras;Estudio de Mercado y Soluciones Financieras;Estudio de Mercado y Soluciones Financieras;;;;;;;;;
PER08489;Peru;;;;;;;;;;;;
PER08490;Peru;;;;;;;;;;;;
PER08491;Peru;;;;;;;;;;;;
PER08492;Peru;;;;;;;;;;;;
PER08493;Peru;;;;;;;;;;;;
PER08494;Peru;;;;;;;;;;;;
PER08495;Peru;;;;;;;;;;;;
PER08496;Peru;;;;;;;;;;;;
PER08497;Peru;;;;;;;;;;;;
PER08498;Peru;;;;;;;;;;;;
PER08499;Peru;;;;;;;;;;;;
PER08500;Peru;;;;;;;;;;;;
PER08501;Peru;;;;;;;;;;;;
PER08502;Peru;;;;;;;;;;;;
PER08503;Peru;;;;;;;;;;;;
PER08504;Peru;;;;;;;;;;;;
PER08505;Peru;;;;;;;;;;;;
PER08506;Peru;;;;;;;;;;;;
PER08507;Peru;Conservación de alimentos;Conservación de Alimentos;Conservación de Alimentos;;;;;;;;;
PER08508;Peru;;;;;;;;;;;;
PER08509;Peru;;;;;;;;;;;;
PER08510;Peru;;;;;;;;;;;;
PER08511;Peru;;;;;;;;;;;;
PER08512;Peru;;;;;;;;;;;;
PER08513;Peru;;;;;;;;;;;;
PER08514;Peru;administracion;Administración;Administración;;;;;;;;;
PER08515;Peru;;;;;;;;;;;;
PER08516;Peru;;;;;;;;;;;;
PER08517;Peru;;;;;;;;;;;;
PER08518;Peru;;;;;;;;;;;;
PER08519;Peru;;;;;;;;;;;;
PER08520;Peru;;;;;;;;;;;;
PER08521;Peru;Economía ecologica;Economía Ecologica;Economía Ecologica;Economía ecologica;Economía Ecologica;Economía Ecologica;;;;;;
PER08522;Peru;;;;;;;;;;;;
PER08523;Peru;;;;;;;;;;;;
PER08524;Peru;Administración;Administración;Administración;Administración;Administración;Administración;;;;;;
PER08525;Peru;;;;;;;;;;;;
PER08526;Peru;;;;;;;;;;;;
PER08527;Peru;;;;;;;;;;;;
PER08528;Peru;;;;;;;;;;;;
PER08529;Peru;;;;;;;;;;;;
PER08530;Peru;;;;;;;;;;;;
PER08531;Peru;;;;;;;;;;;;
PER08532;Peru;Ingeniero  quimico;Ingeniero Quimico;Ingeniero Quimico;;;;;;;;;
PER08533;Peru;;;;;;;;;;;;
PER08534;Peru;;;;;;;;;;;;
PER08535;Peru;;;;;;;;;;;;
PER08536;Peru;;;;;;;;;;;;
PER08537;Peru;;;;;;;;;;;;
PER08538;Peru;;;;;;;;;;;;
PER08539;Peru;;;;;;;;;;;;
PER08540;Peru;ARQUITECTURA;Arquitectura;Arquitectura;;;;;;;;;
PER08541;Peru;;;;;;;;;;;;
PER08542;Peru;;;;;;;;;;;;
PER08543;Peru;;;;;;;;;;;;
PER08544;Peru;;;;;;;;;;;;
PER08545;Peru;;;;;;;;;;;;
PER08546;Peru;;;;;;;;;;;;
PER08547;Peru;Ing. sistemas;Ingeniería Sistemas;Ingeniería Sistemas;;;;;;;;;
PER08548;Peru;;;;;;;;;;;;
PER08549;Peru;Derecho y Ciencias Políticas;Derecho y Ciencias Políticas;Derecho y Ciencias Políticas;;;;;;;;;
PER08550;Peru;;;;;;;;;;;;
PER08551;Peru;;;;;;;;;;;;
PER08552;Peru;;;;;;;;;;;;
PER08553;Peru;;;;;;;;;;;;
PER08554;Peru;;;;;;;;;;;;
PER08555;Peru;;;;;;;;;;;;
PER08556;Peru;;;;;;;;;;;;
PER08557;Peru;;;;;;;;;;;;
PER08558;Peru;;;;;;;;;;;;
PER08559;Peru;;;;;;;;;;;;
PER08560;Peru;;;;;;;;;;;;
PER08561;Peru;;;;;;;;;;;;
PER08562;Peru;Derecho;Derecho;Derecho;;;;;;;;;
PER08563;Peru;;;;;;;;;;;;
PER08564;Peru;;;;;;;;;;;;
PER08565;Peru;Derecho;Derecho;Derecho;;;;;;;;;
PER08566;Peru;;;;;;;;;;;;
PER08567;Peru;;;;;;;;;;;;
PER08568;Peru;Secretariado Ejecutivo en Castellano;Secretariado Ejecutivo en Castellano;Secretariado Ejecutivo en Castellano;;;;;;;;;
PER08569;Peru;Industrias alimentarias;Industrias Alimentarias;Industrias Alimentarias;;;;;;;;;
PER08570;Peru;;;;;;;;;;;;
PER08571;Peru;Administración y Marketing;Administración y Marketing;Administración y Marketing;;;;;;;;;
PER08572;Peru;;;;;;;;;;;;
PER08573;Peru;;;;;;;;;;;;
PER08574;Peru;;;;;;;;;;;;
PER08575;Peru;;;;;;;;;;;;
PER08576;Peru;;;;;;;;;;;;
PER08577;Peru;;;;;;;;;;;;
PER08578;Peru;;;;;;;;;;;;
PER08579;Peru;;;;;;;;;;;;
PER08580;Peru;;;;;;;;;;;;
PER08581;Peru;;;;;;;;;;;;
PER08582;Peru;;;;;;;;;;;;
PER08583;Peru;;;;;;;;;;;;
PER08584;Peru;;;;;;;;;;;;
PER08585;Peru;;;;;;;;;;;;
PER08586;Peru;;;;;;;;;;;;
PER08587;Peru;;;;;;;;;;;;
PER08588;Peru;;;;;;;;;;;;
PER08589;Peru;;;;;;;;;;;;
PER08590;Peru;;;;;;;;;;;;
PER08591;Peru;;;;;;;;;;;;
PER08592;Peru;;;;;;;;;;;;
PER08593;Peru;;;;;;;;;;;;
PER08594;Peru;;;;;;;;;;;;
PER08595;Peru;;;;;;;;;;;;
PER08596;Peru;Leyes;Leyes;Leyes;Leyes;Leyes;Leyes;;;;;;
PER08597;Peru;;;;;;;;;;;;
PER08598;Peru;;;;;;;;;;;;
PER08599;Peru;;;;;;;;;;;;
PER08600;Peru;;;;;;;;;;;;
PER08601;Peru;;;;;;;;;;;;
PER08602;Peru;;;;;;;;;;;;
PER08603;Peru;Derecho;Derecho;Derecho;;;;;;;;;
PER08604;Peru;;;;;;;;;;;;
PER08605;Peru;;;;;;;;;;;;
PER08606;Peru;;;;;;;;;;;;
PER08607;Peru;Derecho;Derecho;Derecho;;;;;;;;;
PER08608;Peru;;;;;;;;;;;;
PER08609;Peru;;;;;;;;;;;;
PER08610;Peru;;;;;;;;;;;;
PER08611;Peru;;;;;;;;;;;;
PER08612;Peru;Contabilidad;Contabilidad;Contabilidad;;;;;;;;;
PER08613;Peru;Ciencias contables;Ciencias Contables;Ciencias Contables;;;;;;;;;
