"survey_Id","Country","D3_gender","Spelling"
"PER07818","Peru","Masculino","Masculino"
"PER07819","Peru","Femenino","Feminino"
"PER07820","Peru","Masculino","Masculino"
"PER07821","Peru","Femenino","Feminino"
"PER07822","Peru","Masculino","Masculino"
"PER07823","Peru","Masculino","Masculino"
"PER07824","Peru","Femenino","Feminino"
"PER07825","Peru","Masculino","Masculino"
"PER07826","Peru","Femenino","Feminino"
"PER07827","Peru","Masculino","Masculino"
"PER07828","Peru","Femenino","Feminino"
"PER07829","Peru","Masculino","Masculino"
"PER07830","Peru","Femenino","Feminino"
"PER07831","Peru","Masculino","Masculino"
"PER07832","Peru","Femenino","Feminino"
"PER07833","Peru","Masculino","Masculino"
"PER07834","Peru","Masculino","Masculino"
"PER07835","Peru","Femenino","Feminino"
"PER07836","Peru","Masculino","Masculino"
"PER07837","Peru","Masculino","Masculino"
"PER07838","Peru","Masculino","Masculino"
"PER07839","Peru","Femenino","Feminino"
"PER07840","Peru","Masculino","Masculino"
"PER07841","Peru","Masculino","Masculino"
"PER07842","Peru","Masculino","Masculino"
"PER07843","Peru","Femenino","Feminino"
"PER07844","Peru","Masculino","Masculino"
"PER07845","Peru","Femenino","Feminino"
"PER07846","Peru","Femenino","Feminino"
"PER07847","Peru","Masculino","Masculino"
"PER07848","Peru","Femenino","Feminino"
"PER07849","Peru","Femenino","Feminino"
"PER07850","Peru","Masculino","Masculino"
"PER07851","Peru","Masculino","Masculino"
"PER07852","Peru","Masculino","Masculino"
"PER07853","Peru","Masculino","Masculino"
"PER07854","Peru","Masculino","Masculino"
"PER07855","Peru","Masculino","Masculino"
"PER07856","Peru","Masculino","Masculino"
"PER07857","Peru","Masculino","Masculino"
"PER07858","Peru","Masculino","Masculino"
"PER07859","Peru","Masculino","Masculino"
"PER07860","Peru","Masculino","Masculino"
"PER07861","Peru","Femenino","Feminino"
"PER07862","Peru","Femenino","Feminino"
"PER07863","Peru","Masculino","Masculino"
"PER07864","Peru","Femenino","Feminino"
"PER07865","Peru","Femenino","Feminino"
"PER07866","Peru","Femenino","Feminino"
"PER07867","Peru","Masculino","Masculino"
"PER07868","Peru","Masculino","Masculino"
"PER07869","Peru","Masculino","Masculino"
"PER07870","Peru","Femenino","Feminino"
"PER07871","Peru","Femenino","Feminino"
"PER07872","Peru","Femenino","Feminino"
"PER07873","Peru","Masculino","Masculino"
"PER07874","Peru","Femenino","Feminino"
"PER07875","Peru","Femenino","Feminino"
"PER07876","Peru","Masculino","Masculino"
"PER07877","Peru","Femenino","Feminino"
"PER07878","Peru","Masculino","Masculino"
"PER07879","Peru","Masculino","Masculino"
"PER07880","Peru","Femenino","Feminino"
"PER07881","Peru","Femenino","Feminino"
"PER07882","Peru","Femenino","Feminino"
"PER07883","Peru","Masculino","Masculino"
"PER07884","Peru","Masculino","Masculino"
"PER07885","Peru","Masculino","Masculino"
"PER07886","Peru","Femenino","Feminino"
"PER07887","Peru","Masculino","Masculino"
"PER07888","Peru","Masculino","Masculino"
"PER07889","Peru","Masculino","Masculino"
"PER07890","Peru","Masculino","Masculino"
"PER07891","Peru","Masculino","Masculino"
"PER07892","Peru","Masculino","Masculino"
"PER07893","Peru","Femenino","Feminino"
"PER07894","Peru","Masculino","Masculino"
"PER07895","Peru","Masculino","Masculino"
"PER07896","Peru","Masculino","Masculino"
"PER07897","Peru","Heterosexual","Heterossexual"
"PER07898","Peru","Masculino","Masculino"
"PER07899","Peru","Masculino","Masculino"
"PER07900","Peru","Masculino","Masculino"
"PER07901","Peru","Femenino","Feminino"
"PER07902","Peru","Femenino","Feminino"
"PER07903","Peru","Femenino","Feminino"
"PER07904","Peru","Masculino","Masculino"
"PER07905","Peru","Femenino","Feminino"
"PER07906","Peru","Femenino","Feminino"
"PER07907","Peru","Masculino","Masculino"
"PER07908","Peru","Masculino","Masculino"
"PER07909","Peru","Femenino","Feminino"
"PER07910","Peru","Masculino","Masculino"
"PER07911","Peru","Masculino","Masculino"
"PER07912","Peru","Masculino","Masculino"
"PER07913","Peru","Femenino","Feminino"
"PER07914","Peru","Masculino","Masculino"
"PER07915","Peru","Femenino","Feminino"
"PER07916","Peru","Masculino","Masculino"
"PER07917","Peru","Masculino","Masculino"
"PER07918","Peru","Masculino","Masculino"
"PER07919","Peru","Femenino","Feminino"
"PER07920","Peru","Masculino","Masculino"
"PER07921","Peru","Femenino","Feminino"
"PER07922","Peru","Masculino","Masculino"
"PER07923","Peru","Femenino","Feminino"
"PER07924","Peru","Masculino","Masculino"
"PER07925","Peru","Femenino","Feminino"
"PER07926","Peru","Masculino","Masculino"
"PER07927","Peru","Masculino","Masculino"
"PER07928","Peru","Femenino","Feminino"
"PER07929","Peru","Masculino","Masculino"
"PER07930","Peru","Masculino","Masculino"
"PER07931","Peru","Femenino","Feminino"
"PER07932","Peru","Femenino","Feminino"
"PER07933","Peru","Femenino","Feminino"
"PER07934","Peru","Femenino","Feminino"
"PER07935","Peru","Femenino","Feminino"
"PER07936","Peru","Masculino","Masculino"
"PER07937","Peru","Femenino","Feminino"
"PER07938","Peru","Masculino","Masculino"
"PER07939","Peru","Masculino","Masculino"
"PER07940","Peru","Femenino","Feminino"
"PER07941","Peru","Femenino","Feminino"
"PER07942","Peru","Masculino","Masculino"
"PER07943","Peru","Masculino","Masculino"
"PER07944","Peru","Femenino","Feminino"
"PER07945","Peru","Femenino","Feminino"
"PER07946","Peru","Masculino","Masculino"
"PER07947","Peru","Masculino","Masculino"
"PER07948","Peru","Femenino","Feminino"
"PER07949","Peru","Masculino","Masculino"
"PER07950","Peru","Femenino","Feminino"
"PER07951","Peru","Femenino","Feminino"
"PER07952","Peru","Masculino","Masculino"
"PER07953","Peru","Femenino","Feminino"
"PER07954","Peru","Masculino","Masculino"
"PER07955","Peru","Femenino","Feminino"
"PER07956","Peru","Masculino","Masculino"
"PER07957","Peru","Femenino","Feminino"
"PER07958","Peru","Femenino","Feminino"
"PER07959","Peru","Femenino","Feminino"
"PER07960","Peru","Femenino","Feminino"
"PER07961","Peru","Masculino","Masculino"
"PER07962","Peru","Masculino","Masculino"
"PER07963","Peru","Masculino","Masculino"
"PER07964","Peru","Femenino","Feminino"
"PER07965","Peru","Masculino","Masculino"
"PER07966","Peru","Femenino","Feminino"
"PER07967","Peru","Femenino","Feminino"
"PER07968","Peru","Masculino","Masculino"
"PER07969","Peru","Femenino","Feminino"
"PER07970","Peru","Masculino","Masculino"
"PER07971","Peru","Masculino","Masculino"
"PER07972","Peru","Masculino","Masculino"
"PER07973","Peru","Masculino","Masculino"
"PER07974","Peru","Masculino","Masculino"
"PER07975","Peru","Masculino","Masculino"
"PER07976","Peru","Femenino","Feminino"
"PER07977","Peru","Femenino","Feminino"
"PER07978","Peru","Femenino","Feminino"
"PER07979","Peru","Masculino","Masculino"
"PER07980","Peru","Masculino","Masculino"
"PER07981","Peru","Masculino","Masculino"
"PER07982","Peru","Femenino","Feminino"
"PER07983","Peru","Masculino","Masculino"
"PER07984","Peru","Masculino","Masculino"
"PER07985","Peru","Masculino","Masculino"
"PER07986","Peru","Masculino","Masculino"
"PER07987","Peru","Masculino","Masculino"
"PER07988","Peru","Masculino","Masculino"
"PER07989","Peru","Masculino","Masculino"
"PER07990","Peru","Femenino","Feminino"
"PER07991","Peru","Masculino","Masculino"
"PER07992","Peru","Femenino","Feminino"
"PER07993","Peru","Femenino","Feminino"
"PER07994","Peru","Masculino","Masculino"
"PER07995","Peru","Femenino","Feminino"
"PER07996","Peru","Femenino","Feminino"
"PER07997","Peru","Masculino","Masculino"
"PER07998","Peru","Femenino","Feminino"
"PER07999","Peru","Femenino","Feminino"
"PER08000","Peru","Femenino","Feminino"
"PER08001","Peru","Femenino","Feminino"
"PER08002","Peru","Femenino","Feminino"
"PER08003","Peru","Femenino","Feminino"
"PER08004","Peru","Femenino","Feminino"
"PER08005","Peru","Femenino","Feminino"
"PER08006","Peru","Femenino","Feminino"
"PER08007","Peru","Femenino","Feminino"
"PER08008","Peru","Femenino","Feminino"
"PER08009","Peru","Masculino","Masculino"
"PER08010","Peru","Masculino","Masculino"
"PER08011","Peru","Femenino","Feminino"
"PER08012","Peru","Femenino","Feminino"
"PER08013","Peru","No tengo preferencia el que sea idonio","No tengo preferencia, el que sea idóneo"
"PER08014","Peru","Femenino","Feminino"
"PER08015","Peru","Masculino","Masculino"
"PER08016","Peru","Femenino","Feminino"
"PER08017","Peru","Masculino","Masculino"
"PER08018","Peru","Femenino","Feminino"
"PER08019","Peru","Masculino","Masculino"
"PER08020","Peru","Masculino","Masculino"
"PER08021","Peru","Femenino","Feminino"
"PER08022","Peru","Femenino","Feminino"
"PER08023","Peru","Masculino","Masculino"
"PER08024","Peru","Femenino","Feminino"
"PER08025","Peru","Masculino","Masculino"
"PER08026","Peru","Femenino","Feminino"
"PER08027","Peru","Masculino","Masculino"
"PER08028","Peru","Femenino","Feminino"
"PER08029","Peru","Masculino","Masculino"
"PER08030","Peru","Femenino","Feminino"
"PER08031","Peru","Femenino","Feminino"
"PER08032","Peru","Femenino","Feminino"
"PER08033","Peru","Femenino","Feminino"
"PER08034","Peru","Femenino","Feminino"
"PER08035","Peru","Masculino","Masculino"
"PER08036","Peru","Masculino","Masculino"
"PER08037","Peru","Masculino","Masculino"
"PER08038","Peru","Femenino","Feminino"
"PER08039","Peru","Femenino","Feminino"
"PER08040","Peru","Femenino","Feminino"
"PER08041","Peru","Masculino","Masculino"
"PER08042","Peru","Femenino","Feminino"
"PER08043","Peru","Masculino","Masculino"
"PER08044","Peru","Masculino","Masculino"
"PER08045","Peru","Masculino","Masculino"
"PER08046","Peru","Heterosexual","Heterossexual"
"PER08047","Peru","Masculino","Masculino"
"PER08048","Peru","Masculino","Masculino"
"PER08049","Peru","Masculino","Masculino"
"PER08050","Peru","Femenino","Feminino"
"PER08051","Peru","Femenino","Feminino"
"PER08052","Peru","Femenino","Feminino"
"PER08053","Peru","Femenino","Feminino"
"PER08054","Peru","Masculino","Masculino"
"PER08055","Peru","Masculino","Masculino"
"PER08056","Peru","Femenino","Feminino"
"PER08057","Peru","Masculino","Masculino"
"PER08058","Peru","Femenino","Feminino"
"PER08059","Peru","Femenino","Feminino"
"PER08060","Peru","Masculino","Masculino"
"PER08061","Peru","Femenino","Feminino"
"PER08062","Peru","Femenino","Feminino"
"PER08063","Peru","Femenino","Feminino"
"PER08064","Peru","Femenino","Feminino"
"PER08065","Peru","Femenino","Feminino"
"PER08066","Peru","Femenino","Feminino"
"PER08067","Peru","Masculino","Masculino"
"PER08068","Peru","Femenino","Feminino"
"PER08069","Peru","Femenino","Feminino"
"PER08070","Peru","Masculino","Masculino"
"PER08071","Peru","Femenino","Feminino"
"PER08072","Peru","Femenino","Feminino"
"PER08073","Peru","Prefiero no responder","Prefiero no responder"
"PER08074","Peru","Masculino","Masculino"
"PER08075","Peru","Femenino","Feminino"
"PER08076","Peru","Masculino","Masculino"
"PER08077","Peru","Masculino","Masculino"
"PER08078","Peru","Femenino","Feminino"
"PER08079","Peru","Femenino","Feminino"
"PER08080","Peru","Masculino","Masculino"
"PER08081","Peru","Femenino","Feminino"
"PER08082","Peru","Masculino","Masculino"
"PER08083","Peru","Femenino","Feminino"
"PER08084","Peru","Femenino","Feminino"
"PER08085","Peru","Masculino","Masculino"
"PER08086","Peru","Femenino","Feminino"
"PER08087","Peru","Masculino","Masculino"
"PER08088","Peru","Masculino","Masculino"
"PER08089","Peru","Femenino","Feminino"
"PER08090","Peru","Heterosexual","Heterossexual"
"PER08091","Peru","Femenino","Feminino"
"PER08092","Peru","Masculino","Masculino"
"PER08093","Peru","Masculino","Masculino"
"PER08094","Peru","Femenino","Feminino"
"PER08095","Peru","Masculino","Masculino"
"PER08096","Peru","Femenino","Feminino"
"PER08097","Peru","Masculino","Masculino"
"PER08098","Peru","Femenino","Feminino"
"PER08099","Peru","Femenino","Feminino"
"PER08100","Peru","Femenino","Feminino"
"PER08101","Peru","Masculino","Masculino"
"PER08102","Peru","Femenino","Feminino"
"PER08103","Peru","Masculino","Masculino"
"PER08104","Peru","Masculino","Masculino"
"PER08105","Peru","Masculino","Masculino"
"PER08106","Peru","Femenino","Feminino"
"PER08107","Peru","Femenino","Feminino"
"PER08108","Peru","Masculino","Masculino"
"PER08109","Peru","Femenino","Feminino"
"PER08110","Peru","Femenino","Feminino"
"PER08111","Peru","Femenino","Feminino"
"PER08112","Peru","Femenino","Feminino"
"PER08113","Peru","Prefiero no responder","Prefiero no responder"
"PER08114","Peru","Masculino","Masculino"
"PER08115","Peru","Masculino","Masculino"
"PER08116","Peru","Masculino","Masculino"
"PER08117","Peru","Femenino","Feminino"
"PER08118","Peru","Femenino","Feminino"
"PER08119","Peru","Masculino","Masculino"
"PER08120","Peru","Masculino","Masculino"
"PER08121","Peru","Masculino","Masculino"
"PER08122","Peru","Masculino","Masculino"
"PER08123","Peru","Femenino","Feminino"
"PER08124","Peru","Femenino","Feminino"
"PER08125","Peru","Masculino","Masculino"
"PER08126","Peru","Femenino","Feminino"
"PER08127","Peru","Femenino","Feminino"
"PER08128","Peru","Masculino","Masculino"
"PER08129","Peru","Femenino","Feminino"
"PER08130","Peru","Masculino","Masculino"
"PER08131","Peru","Femenino","Feminino"
"PER08132","Peru","Femenino","Feminino"
"PER08133","Peru","Masculino","Masculino"
"PER08134","Peru","Masculino","Masculino"
"PER08135","Peru","Femenino","Feminino"
"PER08136","Peru","genero fluido","Género fluido"
"PER08137","Peru","Heterosexual","Heterossexual"
"PER08138","Peru","Femenino","Feminino"
"PER08139","Peru","Femenino","Feminino"
"PER08140","Peru","Femenino","Feminino"
"PER08141","Peru","Femenino","Feminino"
"PER08142","Peru","Masculino","Masculino"
"PER08143","Peru","Masculino","Masculino"
"PER08144","Peru","Femenino","Feminino"
"PER08145","Peru","Femenino","Feminino"
"PER08146","Peru","Heterosexual","Heterossexual"
"PER08147","Peru","Masculino","Masculino"
"PER08148","Peru","Femenino","Feminino"
"PER08149","Peru","Masculino","Masculino"
"PER08150","Peru","Masculino","Masculino"
"PER08151","Peru","Femenino","Feminino"
"PER08152","Peru","Masculino","Masculino"
"PER08153","Peru","Masculino","Masculino"
"PER08154","Peru","Masculino","Masculino"
"PER08155","Peru","Femenino","Feminino"
"PER08156","Peru","Femenino","Feminino"
"PER08157","Peru","Femenino","Feminino"
"PER08158","Peru","Femenino","Feminino"
"PER08159","Peru","Femenino","Feminino"
"PER08160","Peru","Femenino","Feminino"
"PER08161","Peru","Femenino","Feminino"
"PER08162","Peru","Femenino","Feminino"
"PER08163","Peru","Femenino","Feminino"
"PER08164","Peru","Masculino","Masculino"
"PER08165","Peru","Masculino","Masculino"
"PER08166","Peru","Masculino","Masculino"
"PER08167","Peru","Masculino","Masculino"
"PER08168","Peru","Femenino","Feminino"
"PER08169","Peru","Femenino","Feminino"
"PER08170","Peru","Masculino","Masculino"
"PER08171","Peru","Femenino","Feminino"
"PER08172","Peru","Masculino","Masculino"
"PER08173","Peru","Masculino","Masculino"
"PER08174","Peru","Femenino","Feminino"
"PER08175","Peru","Femenino","Feminino"
"PER08176","Peru","Femenino","Feminino"
"PER08177","Peru","Femenino","Feminino"
"PER08178","Peru","Femenino","Feminino"
"PER08179","Peru","Femenino","Feminino"
"PER08180","Peru","Femenino","Feminino"
"PER08181","Peru","Femenino","Feminino"
"PER08182","Peru","Masculino","Masculino"
"PER08183","Peru","Femenino","Feminino"
"PER08184","Peru","Femenino","Feminino"
"PER08185","Peru","Prefiero no responder","Prefiero no responder"
"PER08186","Peru","Femenino","Feminino"
"PER08187","Peru","Femenino","Feminino"
"PER08188","Peru","Femenino","Feminino"
"PER08189","Peru","Femenino","Feminino"
"PER08190","Peru","Femenino","Feminino"
"PER08191","Peru","Femenino","Feminino"
"PER08192","Peru","Masculino","Masculino"
"PER08193","Peru","Masculino","Masculino"
"PER08194","Peru","Femenino","Feminino"
"PER08195","Peru","Femenino","Feminino"
"PER08196","Peru","Femenino","Feminino"
"PER08197","Peru","Femenino","Feminino"
"PER08198","Peru","Femenino","Feminino"
"PER08199","Peru","Masculino","Masculino"
"PER08200","Peru","Femenino","Feminino"
"PER08201","Peru","Prefiero no responder","Prefiero no responder"
"PER08202","Peru","Masculino","Masculino"
"PER08203","Peru","Masculino","Masculino"
"PER08204","Peru","Femenino","Feminino"
"PER08205","Peru","Femenino","Feminino"
"PER08206","Peru","Femenino","Feminino"
"PER08207","Peru","Prefiero no responder","Prefiero no responder"
"PER08208","Peru","Masculino","Masculino"
"PER08209","Peru","Femenino","Feminino"
"PER08210","Peru","Masculino","Masculino"
"PER08211","Peru","Femenino","Feminino"
"PER08212","Peru","Femenino","Feminino"
"PER08213","Peru","Femenino","Feminino"
"PER08214","Peru","Femenino","Feminino"
"PER08215","Peru","Femenino","Feminino"
"PER08216","Peru","Femenino","Feminino"
"PER08217","Peru","Femenino","Feminino"
"PER08218","Peru","Femenino","Feminino"
"PER08219","Peru","Masculino","Masculino"
"PER08220","Peru","Femenino","Feminino"
"PER08221","Peru","Femenino","Feminino"
"PER08222","Peru","Masculino","Masculino"
"PER08223","Peru","Femenino","Feminino"
"PER08224","Peru","Femenino","Feminino"
"PER08225","Peru","Femenino","Feminino"
"PER08226","Peru","Femenino","Feminino"
"PER08227","Peru","Femenino","Feminino"
"PER08228","Peru","Masculino","Masculino"
"PER08229","Peru","Masculino","Masculino"
"PER08230","Peru","Masculino","Masculino"
"PER08231","Peru","Masculino","Masculino"
"PER08232","Peru","Femenino","Feminino"
"PER08233","Peru","Femenino","Feminino"
"PER08234","Peru","Femenino","Feminino"
"PER08235","Peru","Masculino","Masculino"
"PER08236","Peru","Masculino","Masculino"
"PER08237","Peru","Masculino","Masculino"
"PER08238","Peru","Femenino","Feminino"
"PER08239","Peru","Femenino","Feminino"
"PER08240","Peru","Masculino","Masculino"
"PER08241","Peru","Femenino","Feminino"
"PER08242","Peru","Femenino","Feminino"
"PER08243","Peru","Femenino","Feminino"
"PER08244","Peru","Femenino","Feminino"
"PER08245","Peru","Masculino","Masculino"
"PER08246","Peru","Femenino","Feminino"
"PER08247","Peru","Femenino","Feminino"
"PER08248","Peru","Bisexual","Bisexual"
"PER08249","Peru","Masculino","Masculino"
"PER08250","Peru","Femenino","Feminino"
"PER08251","Peru","Femenino","Feminino"
"PER08252","Peru","Masculino","Masculino"
"PER08253","Peru","Femenino","Feminino"
"PER08254","Peru","Masculino","Masculino"
"PER08255","Peru","Masculino","Masculino"
"PER08256","Peru","Masculino","Masculino"
"PER08257","Peru","Femenino","Feminino"
"PER08258","Peru","Masculino","Masculino"
"PER08259","Peru","Masculino","Masculino"
"PER08260","Peru","Heterosexual","Heterossexual"
"PER08261","Peru","Femenino","Feminino"
"PER08262","Peru","Femenino","Feminino"
"PER08263","Peru","Masculino","Masculino"
"PER08264","Peru","Masculino","Masculino"
"PER08265","Peru","Masculino","Masculino"
"PER08266","Peru","Femenino","Feminino"
"PER08267","Peru","Masculino","Masculino"
"PER08268","Peru","Masculino","Masculino"
"PER08269","Peru","Masculino","Masculino"
"PER08270","Peru","Masculino","Masculino"
"PER08271","Peru","Masculino","Masculino"
"PER08272","Peru","Femenino","Feminino"
"PER08273","Peru","Masculino","Masculino"
"PER08274","Peru","Masculino","Masculino"
"PER08275","Peru","Femenino","Feminino"
"PER08276","Peru","Masculino","Masculino"
"PER08277","Peru","Masculino","Masculino"
"PER08278","Peru","Masculino","Masculino"
"PER08279","Peru","Femenino","Feminino"
"PER08280","Peru","Femenino","Feminino"
"PER08281","Peru","Masculino","Masculino"
"PER08282","Peru","Masculino","Masculino"
"PER08283","Peru","Masculino","Masculino"
"PER08284","Peru","Masculino","Masculino"
"PER08285","Peru","Femenino","Feminino"
"PER08286","Peru","Femenino","Feminino"
"PER08287","Peru","Masculino","Masculino"
"PER08288","Peru","Femenino","Feminino"
"PER08289","Peru","Femenino","Feminino"
"PER08290","Peru","Femenino","Feminino"
"PER08291","Peru","Masculino","Masculino"
"PER08292","Peru","Masculino","Masculino"
"PER08293","Peru","Femenino","Feminino"
"PER08294","Peru","Masculino","Masculino"
"PER08295","Peru","Femenino","Feminino"
"PER08296","Peru","Femenino","Feminino"
"PER08297","Peru","Masculino","Masculino"
"PER08298","Peru","Femenino","Feminino"
"PER08299","Peru","Femenino","Feminino"
"PER08300","Peru","Masculino","Masculino"
"PER08301","Peru","Femenino","Feminino"
"PER08302","Peru","Masculino","Masculino"
"PER08303","Peru","Masculino","Masculino"
"PER08304","Peru","Femenino","Feminino"
"PER08305","Peru","Femenino","Feminino"
"PER08306","Peru","Femenino","Feminino"
"PER08307","Peru","Masculino","Masculino"
"PER08308","Peru","Masculino","Masculino"
"PER08309","Peru","Femenino","Feminino"
"PER08310","Peru","Femenino","Feminino"
"PER08311","Peru","Masculino","Masculino"
"PER08312","Peru","Femenino","Feminino"
"PER08313","Peru","Femenino","Feminino"
"PER08314","Peru","Masculino","Masculino"
"PER08315","Peru","Heterosexual","Heterossexual"
"PER08316","Peru","Femenino","Feminino"
"PER08317","Peru","Masculino","Masculino"
"PER08318","Peru","Femenino","Feminino"
"PER08319","Peru","Masculino","Masculino"
"PER08320","Peru","Masculino","Masculino"
"PER08321","Peru","Masculino","Masculino"
"PER08322","Peru","Masculino","Masculino"
"PER08323","Peru","Masculino","Masculino"
"PER08324","Peru","Femenino","Feminino"
"PER08325","Peru","Femenino","Feminino"
"PER08326","Peru","Femenino","Feminino"
"PER08327","Peru","Masculino","Masculino"
"PER08328","Peru","Femenino","Feminino"
"PER08329","Peru","Masculino","Masculino"
"PER08330","Peru","Prefiero no responder","Prefiero no responder"
"PER08331","Peru","Masculino","Masculino"
"PER08332","Peru","Femenino","Feminino"
"PER08333","Peru","Masculino","Masculino"
"PER08334","Peru","Masculino","Masculino"
"PER08335","Peru","Masculino","Masculino"
"PER08336","Peru","Femenino","Feminino"
"PER08337","Peru","Femenino","Feminino"
"PER08338","Peru","Masculino","Masculino"
"PER08339","Peru","Femenino","Feminino"
"PER08340","Peru","Femenino","Feminino"
"PER08341","Peru","Femenino","Feminino"
"PER08342","Peru","Femenino","Feminino"
"PER08343","Peru","Femenino","Feminino"
"PER08344","Peru","Femenino","Feminino"
"PER08345","Peru","Femenino","Feminino"
"PER08346","Peru","Masculino","Masculino"
"PER08347","Peru","Femenino","Feminino"
"PER08348","Peru","Femenino","Feminino"
"PER08349","Peru","Masculino","Masculino"
"PER08350","Peru","Prefiero no responder","Prefiero no responder"
"PER08351","Peru","Prefiero no responder","Prefiero no responder"
"PER08352","Peru","Femenino","Feminino"
"PER08353","Peru","Prefiero no responder","Prefiero no responder"
"PER08354","Peru","Femenino","Feminino"
"PER08355","Peru","Femenino","Feminino"
"PER08356","Peru","Femenino","Feminino"
"PER08357","Peru","Femenino","Feminino"
"PER08358","Peru","Masculino","Masculino"
"PER08359","Peru","Masculino","Masculino"
"PER08360","Peru","Femenino","Feminino"
"PER08361","Peru","Femenino","Feminino"
"PER08362","Peru","Masculino","Masculino"
"PER08363","Peru","Femenino","Feminino"
"PER08364","Peru","Masculino","Masculino"
"PER08365","Peru","Masculino","Masculino"
"PER08366","Peru","Masculino","Masculino"
"PER08367","Peru","Femenino","Feminino"
"PER08368","Peru","Femenino","Feminino"
"PER08369","Peru","Femenino","Feminino"
"PER08370","Peru","Femenino","Feminino"
"PER08371","Peru","Femenino","Feminino"
"PER08372","Peru","Femenino","Feminino"
"PER08373","Peru","Masculino","Masculino"
"PER08374","Peru","Prefiero no responder","Prefiero no responder"
"PER08375","Peru","Femenino","Feminino"
"PER08376","Peru","Femenino","Feminino"
"PER08377","Peru","Femenino","Feminino"
"PER08378","Peru","Masculino","Masculino"
"PER08379","Peru","Femenino","Feminino"
"PER08380","Peru","Masculino","Masculino"
"PER08381","Peru","Masculino","Masculino"
"PER08382","Peru","Femenino","Feminino"
"PER08383","Peru","Masculino","Masculino"
"PER08384","Peru","Femenino","Feminino"
"PER08385","Peru","Femenino","Feminino"
"PER08386","Peru","Masculino","Masculino"
"PER08387","Peru","Femenino","Feminino"
"PER08388","Peru","Masculino","Masculino"
"PER08389","Peru","Femenino","Feminino"
"PER08390","Peru","Femenino","Feminino"
"PER08391","Peru","Masculino","Masculino"
"PER08392","Peru","Femenino","Feminino"
"PER08393","Peru","Masculino","Masculino"
"PER08394","Peru","Femenino","Feminino"
"PER08395","Peru","Femenino","Feminino"
"PER08396","Peru","Femenino","Feminino"
"PER08397","Peru","Femenino","Feminino"
"PER08398","Peru","Masculino","Masculino"
"PER08399","Peru","Femenino","Feminino"
"PER08400","Peru","Femenino","Feminino"
"PER08401","Peru","Femenino","Feminino"
"PER08402","Peru","Femenino","Feminino"
"PER08403","Peru","Femenino","Feminino"
"PER08404","Peru","Femenino","Feminino"
"PER08405","Peru","Masculino","Masculino"
"PER08406","Peru","Femenino","Feminino"
"PER08407","Peru","Femenino","Feminino"
"PER08408","Peru","Femenino","Feminino"
"PER08409","Peru","Femenino","Feminino"
"PER08410","Peru","Masculino","Masculino"
"PER08411","Peru","No binario","No binario"
"PER08412","Peru","Femenino","Feminino"
"PER08413","Peru","Femenino","Feminino"
"PER08414","Peru","Masculino","Masculino"
"PER08415","Peru","Femenino","Feminino"
"PER08416","Peru","Femenino","Feminino"
"PER08417","Peru","Femenino","Feminino"
"PER08418","Peru","Femenino","Feminino"
"PER08419","Peru","Femenino","Feminino"
"PER08420","Peru","Masculino","Masculino"
"PER08421","Peru","Femenino","Feminino"
"PER08422","Peru","Femenino","Feminino"
"PER08423","Peru","Masculino","Masculino"
"PER08424","Peru","Femenino","Feminino"
"PER08425","Peru","Masculino","Masculino"
"PER08426","Peru","Masculino","Masculino"
"PER08427","Peru","Femenino","Feminino"
"PER08428","Peru","Masculino","Masculino"
"PER08429","Peru","Masculino","Masculino"
"PER08430","Peru","Femenino","Feminino"
"PER08431","Peru","Femenino","Feminino"
"PER08432","Peru","Femenino","Feminino"
"PER08433","Peru","Femenino","Feminino"
"PER08434","Peru","Femenino","Feminino"
"PER08435","Peru","Femenino","Feminino"
"PER08436","Peru","Femenino","Feminino"
"PER08437","Peru","Masculino","Masculino"
"PER08438","Peru","Femenino","Feminino"
"PER08439","Peru","Femenino","Feminino"
"PER08440","Peru","Masculino","Masculino"
"PER08441","Peru","Femenino","Feminino"
"PER08442","Peru","Femenino","Feminino"
"PER08443","Peru","Masculino","Masculino"
"PER08444","Peru","Femenino","Feminino"
"PER08445","Peru","Heterosexual","Heterossexual"
"PER08446","Peru","Femenino","Feminino"
"PER08447","Peru","Femenino","Feminino"
"PER08448","Peru","Femenino","Feminino"
"PER08449","Peru","Masculino","Masculino"
"PER08450","Peru","Masculino","Masculino"
"PER08451","Peru","Masculino","Masculino"
"PER08452","Peru","Masculino","Masculino"
"PER08453","Peru","Femenino","Feminino"
"PER08454","Peru","Femenino","Feminino"
"PER08455","Peru","Masculino","Masculino"
"PER08456","Peru","Masculino","Masculino"
"PER08457","Peru","Masculino","Masculino"
"PER08458","Peru","Masculino","Masculino"
"PER08459","Peru","Femenino","Feminino"
"PER08460","Peru","chico trans","Chico trans"
"PER08461","Peru","Masculino","Masculino"
"PER08462","Peru","Femenino","Feminino"
"PER08463","Peru","Femenino","Feminino"
"PER08464","Peru","Femenino","Feminino"
"PER08465","Peru","Masculino","Masculino"
"PER08466","Peru","Femenino","Feminino"
"PER08467","Peru","Femenino","Feminino"
"PER08468","Peru","Femenino","Feminino"
"PER08469","Peru","Femenino","Feminino"
"PER08470","Peru","Femenino","Feminino"
"PER08471","Peru","Femenino","Feminino"
"PER08472","Peru","Femenino","Feminino"
"PER08473","Peru","Femenino","Feminino"
"PER08474","Peru","Femenino","Feminino"
"PER08475","Peru","Femenino","Feminino"
"PER08476","Peru","Masculino","Masculino"
